StudentID,Number Class Attended,Previous Semester Score,Currently Working,Sleep Hours,Number of Practice Sets Solved
BITS0819,3,99,No,9,0
BITS0820,5,58,Yes,4,5
BITS0821,5,89,Yes,7,7
BITS0822,5,86,Yes,4,7
BITS0823,3,41,No,4,7
BITS0824,4,53,No,8,4
BITS0825,9,92,Yes,7,9
BITS0826,9,71,Yes,9,5
BITS0827,2,81,No,7,4
BITS0828,8,71,No,9,3
BITS0829,8,67,No,6,3
BITS0830,7,87,No,5,3
BITS0831,8,78,Yes,8,3
BITS0832,3,79,Yes,9,5
BITS0833,6,81,No,9,5
BITS0834,1,86,No,7,4
BITS0835,7,79,No,8,8
BITS0836,1,52,Yes,9,7
BITS0837,9,51,Yes,6,9
BITS0838,1,47,No,4,5
BITS0839,1,54,No,9,8
BITS0840,7,65,No,7,4
BITS0841,2,51,No,6,9
BITS0842,5,82,No,8,3
BITS0843,8,90,No,9,5
BITS0844,8,85,Yes,6,3
BITS0845,3,66,Yes,6,7
BITS0846,7,57,Yes,6,6
BITS0847,3,84,No,6,4
BITS0848,6,75,No,6,9
BITS0849,6,88,No,6,5
BITS0850,3,90,Yes,5,6
BITS0851,7,66,No,8,1
BITS0852,3,48,Yes,4,8
BITS0853,8,94,No,8,6
BITS0854,4,78,No,7,7
BITS0855,1,40,No,7,4
BITS0856,4,46,Yes,8,2
BITS0857,7,65,Yes,6,1
BITS0858,4,46,Yes,5,1
BITS0859,6,91,No,4,2
BITS0860,9,46,Yes,9,0
BITS0861,1,47,No,9,0
BITS0862,5,55,No,6,6
BITS0863,7,42,Yes,8,9
BITS0864,1,84,Yes,9,7
BITS0865,4,49,No,8,5
BITS0866,6,89,No,5,6
BITS0867,2,46,No,5,0
BITS0868,5,60,No,8,0
BITS0869,1,92,Yes,6,8
BITS0870,6,76,Yes,6,4
BITS0871,6,70,Yes,6,6
BITS0872,4,62,No,9,5
BITS0873,8,96,No,4,3
BITS0874,4,66,No,4,0
BITS0875,8,95,Yes,6,3
BITS0876,8,61,No,8,9
BITS0877,5,78,No,5,9
BITS0878,4,96,Yes,7,7
BITS0879,2,66,Yes,5,0
BITS0880,3,93,No,5,1
BITS0881,3,88,Yes,7,7
BITS0882,4,43,No,6,1
BITS0883,4,63,Yes,5,9
BITS0884,5,62,No,7,8
BITS0885,4,87,Yes,9,2
BITS0886,8,58,Yes,8,2
BITS0887,6,81,Yes,8,5
BITS0888,6,42,Yes,8,2
BITS0889,8,66,No,6,8
BITS0890,7,42,No,5,7
BITS0891,8,67,Yes,5,3
BITS0892,2,56,No,4,5
BITS0893,9,70,Yes,8,7
BITS0894,1,49,Yes,6,3
BITS0895,8,88,No,7,4
BITS0896,4,61,No,6,6
BITS0897,4,69,No,5,7
BITS0898,5,88,No,8,6
BITS0899,8,60,No,4,7
BITS0900,5,75,No,9,3
BITS0901,8,92,No,6,0
BITS0902,1,62,Yes,4,5
BITS0903,9,77,No,5,4
BITS0904,6,51,Yes,7,3
BITS0905,3,64,No,6,1
BITS0906,8,93,No,9,0
BITS0907,9,96,Yes,5,8
BITS0908,6,59,Yes,8,1
BITS0909,7,88,Yes,6,8
BITS0910,1,88,Yes,4,5
BITS0911,5,81,No,6,5
BITS0912,5,46,No,5,1
BITS0913,4,68,Yes,5,5
BITS0914,6,87,Yes,4,2
BITS0915,7,68,No,9,6
BITS0916,9,52,No,5,9
BITS0917,1,42,Yes,6,3
BITS0918,6,41,No,9,8
BITS0919,7,55,No,4,4
BITS0920,3,69,Yes,5,9
BITS0921,8,77,Yes,5,2
BITS0922,5,45,Yes,6,0
BITS0923,9,84,Yes,5,0
BITS0924,5,46,No,6,3
BITS0925,9,44,Yes,8,9
BITS0926,4,95,No,9,9
BITS0927,9,46,No,6,3
BITS0928,5,73,No,7,8
BITS0929,9,71,No,5,7
BITS0930,3,88,Yes,8,3
BITS0931,4,52,No,9,5
BITS0932,9,69,Yes,4,6
BITS0933,6,64,No,7,9
BITS0934,2,60,Yes,4,7
BITS0935,7,99,No,7,3
BITS0936,2,98,No,8,0
BITS0937,2,60,Yes,9,4
BITS0938,1,67,Yes,8,0
BITS0939,3,87,Yes,8,3
BITS0940,6,97,Yes,7,6
BITS0941,8,59,No,6,6
BITS0942,9,73,No,9,0
BITS0943,7,44,No,4,8
BITS0944,4,57,No,6,1
BITS0945,6,99,No,6,4
BITS0946,5,78,Yes,5,5
BITS0947,8,82,Yes,4,0
BITS0948,1,96,No,7,1
BITS0949,1,96,Yes,5,6
BITS0950,6,50,No,5,5
BITS0951,2,93,No,8,5
BITS0952,5,56,Yes,7,5
BITS0953,1,87,No,,6
BITS0954,7,84,Yes,9,9
BITS0955,1,61,No,6,8
BITS0956,4,76,Yes,6,8
BITS0957,9,59,No,8,1
BITS0958,1,87,No,6,1
BITS0959,4,99,Yes,4,4
BITS0960,6,93,No,6,9
BITS0961,6,93,No,6,6
BITS0962,8,87,Yes,4,2
BITS0963,1,87,Yes,8,2
BITS0964,7,85,Yes,5,3
BITS0965,1,45,No,7,2
BITS0966,7,73,Yes,8,2
BITS0967,3,53,Yes,6,7
BITS0968,8,87,Yes,5,6
BITS0969,3,62,No,7,6
BITS0970,1,59,Yes,7,9
BITS0971,8,52,No,7,1
BITS0972,3,86,No,,8
BITS0973,2,83,Yes,4,5
BITS0974,1,80,No,5,2
BITS0975,3,71,No,6,8
BITS0976,2,65,No,5,8
BITS0977,2,89,No,6,5
BITS0978,6,92,No,8,9
BITS0979,1,53,Yes,7,5
BITS0980,2,91,Yes,7,7
BITS0981,6,96,Yes,4,7
BITS0982,3,75,No,8,5
BITS0983,4,47,Yes,9,6
BITS0984,1,79,No,8,3
BITS0985,8,61,No,6,0
BITS0986,7,61,No,8,3
BITS0987,7,55,No,4,7
BITS0988,3,66,Yes,6,7
BITS0989,3,95,No,5,1
BITS0990,2,99,Yes,6,6
BITS0991,1,99,Yes,5,0
BITS0992,7,49,No,9,1
BITS0993,7,64,Yes,6,7
BITS0994,2,70,Yes,7,9
BITS0995,7,60,Yes,9,3
BITS0996,8,66,No,5,2
BITS0997,1,56,No,4,1
BITS0998,9,72,No,9,5
BITS0999,7,70,Yes,9,3
BITS1000,3,89,Yes,9,2
BITS1001,8,81,No,5,2
BITS1002,7,65,No,5,9
BITS1003,8,60,Yes,6,2
BITS1004,6,75,No,7,7
BITS1005,9,40,No,9,8
BITS1006,5,43,Yes,6,8
BITS1007,3,43,Yes,6,4
BITS1008,3,65,No,7,0
BITS1009,1,43,No,6,9
BITS1010,8,88,No,7,4
BITS1011,2,48,No,4,0
BITS1012,3,69,Yes,7,8
BITS1013,8,90,No,8,9
BITS1014,8,84,No,7,7
BITS1015,4,43,Yes,7,6
BITS1016,4,44,Yes,8,1
BITS1017,5,84,Yes,7,1
BITS1018,6,62,Yes,5,3
BITS1019,5,55,Yes,6,8
BITS1020,7,61,Yes,6,8
BITS1021,2,76,Yes,4,7
BITS1022,7,47,No,4,4
BITS1023,7,87,No,8,6
BITS1024,1,72,Yes,5,8
BITS1025,7,94,No,4,2
BITS1026,5,99,No,6,3
BITS1027,3,77,Yes,4,1
BITS1028,3,82,Yes,4,8
BITS1029,4,55,Yes,7,6
BITS1030,2,44,Yes,4,5
BITS1031,2,55,Yes,8,4
BITS1032,1,46,No,6,6
BITS1033,5,90,No,8,2
BITS1034,4,40,Yes,8,4
BITS1035,2,48,Yes,9,1
BITS1036,3,57,No,5,4
BITS1037,7,84,No,9,6
BITS1038,7,97,No,9,9
BITS1039,4,86,Yes,7,6
BITS1040,5,42,Yes,8,8
BITS1041,5,63,No,5,2
BITS1042,6,67,Yes,6,7
BITS1043,9,49,No,6,4
BITS1044,2,48,Yes,5,6
BITS1045,5,52,Yes,8,0
BITS1046,3,87,No,8,0
BITS1047,4,74,No,7,3
BITS1048,6,93,Yes,7,4
BITS1049,8,62,No,9,9
BITS1050,1,86,Yes,6,2
BITS1051,8,56,No,7,5
BITS1052,7,85,No,5,2
BITS1053,1,46,Yes,6,4
BITS1054,2,91,Yes,8,0
BITS1055,3,55,Yes,6,2
BITS1056,1,92,No,4,6
BITS1057,,79,No,6,2
BITS1058,8,75,Yes,7,4
BITS1059,2,59,No,5,6
BITS1060,9,63,Yes,8,1
BITS1061,7,86,Yes,8,2
BITS1062,9,44,Yes,7,3
BITS1063,6,84,Yes,7,4
BITS1064,6,45,Yes,7,8
BITS1065,4,67,No,4,8
BITS1066,2,98,No,5,3
BITS1067,7,44,Yes,4,8
BITS1068,5,88,No,7,3
BITS1069,6,78,Yes,5,1
BITS1070,2,77,No,7,9
BITS1071,5,41,No,5,0
BITS1072,4,82,Yes,8,6
BITS1073,9,78,No,4,3
BITS1074,6,93,Yes,9,7
BITS1075,2,60,No,7,7
BITS1076,1,79,Yes,7,7
BITS1077,5,76,Yes,6,5
BITS1078,9,98,Yes,9,8
BITS1079,6,57,Yes,8,3
BITS1080,7,93,Yes,7,4
BITS1081,5,87,Yes,4,3
BITS1082,6,85,No,8,4
BITS1083,5,51,Yes,7,1
BITS1084,9,56,No,4,4
BITS1085,6,76,Yes,6,9
BITS1086,8,85,No,6,7
BITS1087,2,77,Yes,4,8
BITS1088,9,54,Yes,8,6
BITS1089,5,46,No,4,6
BITS1090,7,53,Yes,9,5
BITS1091,1,89,Yes,4,1
BITS1092,5,40,Yes,6,9
BITS1093,2,77,Yes,6,9
BITS1094,6,42,No,6,8
BITS1095,1,76,Yes,9,4
BITS1096,3,83,No,7,5
BITS1097,5,70,Yes,9,0
BITS1098,4,82,Yes,7,4
BITS1099,3,52,Yes,9,5
BITS1100,5,87,Yes,5,9
BITS1101,8,57,No,7,1
BITS1102,4,56,Yes,8,6
BITS1103,1,56,Yes,8,3
BITS1104,7,50,Yes,6,4
BITS1105,8,59,No,9,2
BITS1106,3,49,No,4,4
BITS1107,6,68,No,6,3
BITS1108,2,87,No,4,9
BITS1109,7,73,Yes,9,5
BITS1110,8,56,Yes,6,1
BITS1111,6,93,No,6,2
BITS1112,6,91,Yes,8,9
BITS1113,5,81,Yes,4,0
BITS1114,8,52,No,5,6
BITS1115,1,83,Yes,5,8
BITS1116,4,86,No,6,1
BITS1117,4,78,No,9,6
BITS1118,3,66,No,6,2
BITS1119,3,93,No,8,4
BITS1120,4,92,No,4,5
BITS1121,1,65,No,6,7
BITS1122,2,67,Yes,9,3
BITS1123,9,52,Yes,5,1
BITS1124,2,51,Yes,4,2
BITS1125,5,83,No,6,7
BITS1126,9,67,No,4,6
BITS1127,9,41,No,8,5
BITS1128,8,76,Yes,5,4
BITS1129,1,96,Yes,9,4
BITS1130,1,96,No,4,0
BITS1131,9,73,No,5,5
BITS1132,8,62,No,6,8
BITS1133,9,97,No,9,7
BITS1134,7,91,No,9,9
BITS1135,3,84,Yes,7,0
BITS1136,3,68,No,4,5
BITS1137,2,74,No,5,2
BITS1138,5,50,No,4,5
BITS1139,3,87,No,6,8
BITS1140,6,72,Yes,6,5
BITS1141,2,90,No,9,7
BITS1142,3,50,No,9,5
BITS1143,5,48,No,5,5
BITS1144,1,53,Yes,8,6
BITS1145,1,48,No,4,9
BITS1146,9,78,Yes,4,3
BITS1147,7,87,No,6,7
BITS1148,1,42,No,4,3
BITS1149,8,68,No,5,6
BITS1150,3,58,No,7,0
BITS1151,8,75,No,9,8
BITS1152,5,71,No,6,9
BITS1153,1,46,No,9,8
BITS1154,7,94,No,9,6
BITS1155,5,67,No,9,7
BITS1156,6,83,Yes,7,1
BITS1157,6,57,Yes,4,9
BITS1158,8,99,Yes,8,9
BITS1159,9,44,Yes,9,6
BITS1160,2,62,No,5,0
BITS1161,9,94,No,9,2
BITS1162,9,61,Yes,9,5
BITS1163,7,65,Yes,4,4
BITS1164,1,81,Yes,5,4
BITS1165,7,51,Yes,4,8
BITS1166,5,79,No,9,5
BITS1167,6,58,Yes,4,2
BITS1168,7,86,No,4,1
BITS1169,5,40,No,6,8
BITS1170,7,42,No,7,9
BITS1171,9,66,Yes,8,3
BITS1172,3,57,Yes,7,4
BITS1173,8,89,No,7,8
BITS1174,2,69,Yes,5,4
BITS1175,7,41,Yes,6,6
BITS1176,2,44,No,6,1
BITS1177,4,68,No,4,1
BITS1178,7,72,Yes,7,3
BITS1179,3,81,No,8,7
BITS1180,2,59,Yes,5,1
BITS1181,7,69,Yes,6,9
BITS1182,1,81,No,4,6
BITS1183,8,44,No,8,0
BITS1184,3,89,Yes,7,8
BITS1185,2,60,No,8,9
BITS1186,3,97,Yes,6,5
BITS1187,5,54,No,5,0
BITS1188,8,59,Yes,7,9
BITS1189,,47,No,5,5
BITS1190,7,88,Yes,9,4
BITS1191,7,70,Yes,8,4
BITS1192,8,51,No,8,4
BITS1193,1,60,Yes,4,3
BITS1194,4,69,Yes,7,6
BITS1195,6,66,Yes,8,8
BITS1196,9,83,Yes,6,3
BITS1197,2,65,Yes,9,1
BITS1198,1,72,No,6,1
BITS1199,2,65,Yes,5,1
BITS1200,7,65,Yes,9,6
BITS1201,3,75,Yes,9,3
BITS1202,2,79,No,6,3
BITS1203,7,40,No,8,0
BITS1204,2,98,Yes,6,3
BITS1205,3,54,Yes,7,5
BITS1206,7,89,No,5,1
BITS1207,4,40,No,9,3
BITS1208,1,50,Yes,7,6
BITS1209,5,94,No,8,8
BITS1210,9,41,Yes,8,1
BITS1211,8,40,Yes,6,7
BITS1212,9,70,Yes,4,5
BITS1213,9,83,No,9,7
BITS1214,7,55,Yes,9,1
BITS1215,4,93,Yes,4,0
BITS1216,5,61,No,8,6
BITS1217,1,81,Yes,8,8
BITS1218,1,57,Yes,9,8
BITS1219,3,86,Yes,5,1
BITS1220,8,56,No,9,3
BITS1221,2,69,No,8,0
BITS1222,4,49,Yes,8,6
BITS1223,2,74,No,5,1
BITS1224,5,97,Yes,7,3
BITS1225,9,60,Yes,7,1
BITS1226,1,55,No,5,0
BITS1227,5,45,No,5,6
BITS1228,9,42,Yes,7,5
BITS1229,1,80,No,7,1
BITS1230,9,82,No,7,3
BITS1231,8,60,No,7,2
BITS1232,4,52,Yes,9,2
BITS1233,5,57,Yes,9,2
BITS1234,5,97,No,6,3
BITS1235,6,93,Yes,5,0
BITS1236,7,99,Yes,4,0
BITS1237,8,63,No,6,6
BITS1238,8,66,Yes,4,4
BITS1239,2,93,No,4,2
BITS1240,9,43,Yes,8,8
BITS1241,7,61,Yes,5,4
BITS1242,4,63,No,9,9
BITS1243,4,79,Yes,6,2
BITS1244,8,84,No,5,8
BITS1245,4,49,Yes,7,0
BITS1246,6,41,Yes,5,8
BITS1247,5,79,Yes,4,4
BITS1248,3,45,No,9,5
BITS1249,2,87,Yes,7,1
BITS1250,9,57,Yes,5,7
BITS1251,9,56,No,5,2
BITS1252,1,77,No,9,0
BITS1253,3,84,Yes,4,6
BITS1254,8,62,No,7,2
BITS1255,6,85,No,4,3
BITS1256,5,69,No,9,4
BITS1257,5,97,No,5,0
BITS1258,6,60,Yes,6,8
BITS1259,7,49,No,6,6
BITS1260,1,95,Yes,8,1
BITS1261,9,82,Yes,6,0
BITS1262,3,52,Yes,9,1
BITS1263,4,51,No,9,2
BITS1264,1,48,No,9,2
BITS1265,3,43,Yes,7,7
BITS1266,2,78,Yes,8,4
BITS1267,2,63,No,7,8
BITS1268,1,93,No,6,2
BITS1269,8,73,Yes,6,5
BITS1270,3,78,No,5,3
BITS1271,3,80,No,7,7
BITS1272,6,44,Yes,4,0
BITS1273,8,54,No,5,3
BITS1274,9,89,No,7,6
BITS1275,9,43,Yes,9,8
BITS1276,4,90,No,8,0
BITS1277,5,91,Yes,7,7
BITS1278,2,97,No,8,1
BITS1279,9,78,Yes,8,3
BITS1280,8,97,No,6,3
BITS1281,3,47,Yes,4,7
BITS1282,9,88,No,7,1
BITS1283,3,84,No,4,6
BITS1284,9,63,No,8,2
BITS1285,2,92,Yes,6,8
BITS1286,9,67,No,4,4
BITS1287,8,94,Yes,5,7
BITS1288,9,82,No,8,4
BITS1289,5,66,No,5,0
BITS1290,2,40,No,9,8
BITS1291,8,73,No,4,9
BITS1292,6,56,No,4,6
BITS1293,8,76,No,4,3
BITS1294,5,77,Yes,9,6
BITS1295,2,65,Yes,7,4
BITS1296,6,96,No,8,9
BITS1297,5,63,No,8,8
BITS1298,5,78,No,8,1
BITS1299,1,99,No,7,3
BITS1300,2,60,No,4,5
BITS1301,8,69,Yes,4,4
BITS1302,3,86,No,9,0
BITS1303,3,90,No,5,8
BITS1304,8,87,Yes,7,8
BITS1305,8,96,Yes,6,2
BITS1306,2,52,Yes,7,3
BITS1307,8,76,No,9,3
BITS1308,1,42,No,5,9
BITS1309,6,71,No,5,7
BITS1310,8,74,No,5,5
BITS1311,3,58,No,4,1
BITS1312,8,53,Yes,6,3
BITS1313,1,87,No,5,0
BITS1314,9,61,No,8,2
BITS1315,9,56,No,4,3
BITS1316,5,,Yes,6,7
BITS1317,4,43,No,8,2
BITS1318,6,84,No,6,4
BITS1319,7,79,No,9,0
BITS1320,5,58,No,6,3
BITS1321,9,76,Yes,8,1
BITS1322,3,41,Yes,7,3
BITS1323,7,54,Yes,6,4
BITS1324,5,41,No,7,2
BITS1325,7,50,Yes,6,5
BITS1326,2,84,Yes,9,1
BITS1327,4,62,No,8,4
BITS1328,2,49,No,6,3
BITS1329,7,42,Yes,5,4
BITS1330,2,44,Yes,9,8
BITS1331,1,42,Yes,5,5
BITS1332,9,77,Yes,9,6
BITS1333,1,52,No,9,7
BITS1334,8,81,No,6,8
BITS1335,2,58,Yes,8,4
BITS1336,8,79,Yes,8,7
BITS1337,3,89,Yes,4,1
BITS1338,6,74,No,8,9
BITS1339,3,63,No,7,8
BITS1340,7,63,No,6,1
BITS1341,9,56,Yes,5,4
BITS1342,2,79,No,8,5
BITS1343,5,49,Yes,5,3
BITS1344,6,41,Yes,4,7
BITS1345,4,83,No,6,9
BITS1346,4,62,Yes,8,2
BITS1347,4,45,No,5,4
BITS1348,2,41,No,9,1
BITS1349,4,60,Yes,8,2
BITS1350,1,94,Yes,4,7
BITS1351,6,95,No,9,4
BITS1352,1,74,No,5,2
BITS1353,6,88,No,5,4
BITS1354,1,68,No,6,8
BITS1355,6,46,No,6,2
BITS1356,8,68,No,5,9
BITS1357,2,92,No,9,6
BITS1358,2,76,Yes,6,7
BITS1359,4,62,No,5,4
BITS1360,3,72,Yes,9,2
BITS1361,4,47,Yes,7,5
BITS1362,7,51,No,8,2
BITS1363,1,85,No,7,8
BITS1364,6,87,No,7,1
BITS1365,3,49,No,8,2
BITS1366,7,54,No,5,6
BITS1367,2,92,Yes,5,9
BITS1368,2,63,Yes,6,7
BITS1369,4,65,No,4,4
BITS1370,1,86,No,5,4
BITS1371,3,81,No,8,4
BITS1372,9,92,No,4,3
BITS1373,7,99,Yes,8,8
BITS1374,7,78,Yes,8,5
BITS1375,4,97,Yes,8,7
BITS1376,2,42,No,4,7
BITS1377,4,41,No,7,4
BITS1378,6,45,No,9,8
BITS1379,3,60,Yes,8,1
BITS1380,1,48,Yes,6,7
BITS1381,8,49,Yes,5,2
BITS1382,5,75,No,9,6
BITS1383,5,98,Yes,5,8
BITS1384,4,42,No,5,4
BITS1385,6,80,Yes,4,7
BITS1386,3,63,No,6,3
BITS1387,9,61,No,6,0
BITS1388,5,88,No,9,0
BITS1389,3,53,No,6,5
BITS1390,1,81,Yes,6,7
BITS1391,6,84,Yes,6,9
BITS1392,2,83,Yes,9,1
BITS1393,3,66,No,7,3
BITS1394,1,72,Yes,6,2
BITS1395,9,99,No,6,8
BITS1396,8,61,Yes,4,2
BITS1397,2,68,Yes,4,7
BITS1398,8,58,No,6,6
BITS1399,9,58,No,7,0
BITS1400,1,45,No,6,7
BITS1401,5,84,Yes,6,8
BITS1402,8,58,No,6,7
BITS1403,2,52,Yes,8,9
BITS1404,4,98,Yes,7,9
BITS1405,7,65,Yes,5,0
BITS1406,3,61,No,6,6
BITS1407,5,60,Yes,5,8
BITS1408,8,75,No,7,4
BITS1409,3,95,No,6,1
BITS1410,4,41,Yes,5,7
BITS1411,9,86,Yes,9,8
BITS1412,7,83,Yes,5,6
BITS1413,1,69,Yes,7,4
BITS1414,4,66,No,6,7
BITS1415,4,46,No,8,5
BITS1416,9,59,No,7,3
BITS1417,6,89,No,8,0
BITS1418,9,70,No,6,5
BITS1419,6,62,No,5,7
BITS1420,6,52,No,9,2
BITS1421,5,56,No,9,6
BITS1422,5,43,No,7,6
BITS1423,2,96,Yes,7,8
BITS1424,8,53,Yes,7,0
BITS1425,8,59,No,4,4
BITS1426,1,99,No,9,7
BITS1427,8,52,Yes,9,2
BITS1428,5,42,Yes,6,4
BITS1429,2,65,Yes,4,0
BITS1430,2,65,No,7,8
BITS1431,6,57,Yes,7,3
BITS1432,9,71,Yes,8,4
BITS1433,1,53,Yes,4,2
BITS1434,6,86,Yes,5,1
BITS1435,9,42,Yes,9,6
BITS1436,8,40,No,6,4
BITS1437,6,65,Yes,5,9
BITS1438,3,63,No,5,2
BITS1439,8,88,Yes,6,1
BITS1440,9,74,Yes,7,9
BITS1441,1,53,Yes,9,5
BITS1442,9,42,Yes,8,9
BITS1443,6,52,Yes,7,5
BITS1444,6,86,No,7,2
BITS1445,4,89,No,4,8
BITS1446,1,53,No,5,0
BITS1447,8,60,No,5,2
BITS1448,2,65,No,9,0
BITS1449,1,42,No,5,6
BITS1450,2,90,No,8,1
BITS1451,1,79,Yes,8,3
BITS1452,1,43,No,8,3
BITS1453,9,75,Yes,6,7
BITS1454,1,90,Yes,9,3
BITS1455,4,82,No,8,2
BITS1456,6,40,Yes,4,9
BITS1457,7,79,Yes,4,2
BITS1458,2,86,No,7,4
BITS1459,6,72,Yes,7,5
BITS1460,7,46,No,9,6
BITS1461,2,92,Yes,7,4
BITS1462,2,91,No,7,6
BITS1463,7,91,Yes,4,3
BITS1464,1,95,No,7,4
BITS1465,8,50,Yes,4,5
BITS1466,3,66,No,8,8
BITS1467,6,53,Yes,8,5
BITS1468,9,61,Yes,9,9
BITS1469,6,55,No,6,0
BITS1470,9,85,Yes,7,6
BITS1471,7,51,No,8,2
BITS1472,9,88,Yes,8,5
BITS1473,2,85,Yes,9,1
BITS1474,8,49,No,5,6
BITS1475,8,63,Yes,5,0
BITS1476,2,85,No,9,1
BITS1477,4,57,Yes,4,8
BITS1478,7,61,Yes,6,8
BITS1479,4,48,Yes,9,6
BITS1480,4,56,Yes,5,1
BITS1481,6,77,No,6,4
BITS1482,6,79,No,8,3
BITS1483,3,97,Yes,9,1
BITS1484,9,52,Yes,4,1
BITS1485,2,89,No,6,9
BITS1486,6,76,Yes,5,7
BITS1487,7,45,No,8,4
BITS1488,9,60,Yes,9,7
BITS1489,3,90,Yes,7,1
BITS1490,3,75,No,8,1
BITS1491,7,46,Yes,5,2
BITS1492,4,75,No,9,9
BITS1493,8,64,No,5,7
BITS1494,7,50,No,7,7
BITS1495,5,83,No,8,2
BITS1496,7,53,No,6,0
BITS1497,3,84,No,6,6
BITS1498,2,68,Yes,8,3
BITS1499,6,49,No,6,2
BITS1500,2,89,No,9,4
BITS1501,3,87,Yes,8,5
BITS1502,6,44,No,8,0
BITS1503,5,47,Yes,5,8
BITS1504,8,85,No,4,5
BITS1505,9,44,No,5,2
BITS1506,3,97,No,6,0
BITS1507,3,99,Yes,4,8
BITS1508,3,63,Yes,8,1
BITS1509,6,79,No,6,9
BITS1510,1,96,No,7,5
BITS1511,7,65,Yes,6,5
BITS1512,1,45,Yes,4,2
BITS1513,5,55,Yes,4,5
BITS1514,,99,No,8,1
BITS1515,4,75,Yes,9,7
BITS1516,5,51,Yes,7,0
BITS1517,4,50,Yes,8,5
BITS1518,4,42,Yes,7,0
BITS1519,8,83,Yes,7,8
BITS1520,2,76,Yes,8,8
BITS1521,1,45,Yes,6,5
BITS1522,3,58,No,5,5
BITS1523,9,57,Yes,7,8
BITS1524,4,55,No,4,4
BITS1525,5,62,No,8,8
BITS1526,2,82,Yes,9,4
BITS1527,4,76,No,6,3
BITS1528,2,48,No,7,1
BITS1529,2,42,Yes,9,1
BITS1530,4,47,No,6,0
BITS1531,6,77,Yes,8,9
BITS1532,7,43,Yes,9,2
BITS1533,3,51,Yes,4,0
BITS1534,3,83,Yes,7,5
BITS1535,6,70,Yes,7,6
BITS1536,3,64,Yes,9,8
BITS1537,2,92,Yes,6,6
BITS1538,8,55,No,8,3
BITS1539,5,81,Yes,5,3
BITS1540,1,93,No,7,7
BITS1541,3,53,Yes,4,3
BITS1542,8,52,Yes,7,0
BITS1543,4,80,Yes,7,8
BITS1544,7,46,No,5,2
BITS1545,2,51,No,5,0
BITS1546,7,76,No,8,8
BITS1547,5,89,No,7,9
BITS1548,5,43,No,7,9
BITS1549,6,41,No,6,4
BITS1550,9,74,Yes,6,8
BITS1551,6,97,Yes,9,2
BITS1552,8,83,No,9,5
BITS1553,7,42,No,4,6
BITS1554,9,43,No,4,4
BITS1555,4,77,No,6,7
BITS1556,2,51,No,9,9
BITS1557,7,58,Yes,4,5
BITS1558,6,49,Yes,7,5
BITS1559,1,40,Yes,9,6
BITS1560,9,56,Yes,5,7
BITS1561,9,55,Yes,9,1
BITS1562,2,48,Yes,7,6
BITS1563,3,96,Yes,6,8
BITS1564,5,92,Yes,8,0
BITS1565,5,48,No,8,0
BITS1566,1,98,No,6,6
BITS1567,8,94,Yes,7,4
BITS1568,8,48,Yes,4,0
BITS1569,4,51,Yes,9,0
BITS1570,7,94,No,9,1
BITS1571,3,80,No,4,9
BITS1572,6,54,Yes,8,8
BITS1573,9,41,No,6,2
BITS1574,1,50,Yes,6,8
BITS1575,5,50,Yes,5,5
BITS1576,4,47,Yes,8,9
BITS1577,8,94,Yes,6,5
BITS1578,1,71,Yes,5,6
BITS1579,9,45,No,4,9
BITS1580,6,92,Yes,8,7
BITS1581,4,59,Yes,8,2
BITS1582,9,78,Yes,6,7
BITS1583,5,74,Yes,6,5
BITS1584,5,47,No,7,5
BITS1585,5,89,Yes,4,2
BITS1586,1,88,Yes,4,5
BITS1587,1,82,No,9,7
BITS1588,8,73,Yes,5,6
BITS1589,8,96,Yes,5,9
BITS1590,6,92,Yes,7,9
BITS1591,4,98,Yes,9,6
BITS1592,2,95,No,4,2
BITS1593,2,58,Yes,5,9
BITS1594,9,46,Yes,4,2
BITS1595,5,70,No,4,4
BITS1596,4,57,Yes,9,4
BITS1597,1,79,Yes,5,8
BITS1598,7,53,No,6,8
BITS1599,3,78,Yes,6,9
BITS1600,6,99,No,9,4
BITS1601,5,92,Yes,5,4
BITS1602,5,99,No,7,5
BITS1603,5,98,Yes,8,7
BITS1604,1,75,Yes,9,5
BITS1605,1,56,No,4,5
BITS1606,3,76,Yes,9,8
BITS1607,4,83,No,8,0
BITS1608,5,48,No,9,3
BITS1609,2,97,No,5,9
BITS1610,8,59,No,4,9
BITS1611,2,84,Yes,8,1
BITS1612,9,96,No,6,8
BITS1613,2,67,Yes,7,2
BITS1614,9,89,Yes,9,9
BITS1615,7,59,No,9,1
BITS1616,8,80,No,8,7
BITS1617,2,75,Yes,7,3
BITS1618,7,92,No,9,1
BITS1619,6,66,Yes,6,3
BITS1620,4,47,No,8,6
BITS1621,7,71,Yes,5,6
BITS1622,4,40,Yes,4,0
BITS1623,2,56,No,6,0
BITS1624,7,96,Yes,7,2
BITS1625,8,48,Yes,7,1
BITS1626,2,59,No,6,2
BITS1627,5,84,No,5,3
BITS1628,1,71,No,9,6
BITS1629,7,41,No,5,1
BITS1630,8,71,No,9,6
BITS1631,6,84,Yes,9,4
BITS1632,5,48,Yes,7,7
BITS1633,6,69,No,9,7
BITS1634,2,59,Yes,6,4
BITS1635,1,77,Yes,9,9
BITS1636,7,99,Yes,6,7
BITS1637,7,40,Yes,4,8
BITS1638,2,99,Yes,7,6
BITS1639,2,96,No,5,5
